股票代码,公司全称,年份,行业分类代码,行业分类名称,入口依据,涉农业务名称,涉农业务营业收入,公司营业收入,涉农收入占比,是否存在分部收入重叠,严格样本结论,扩展样本结论,边界样本结论,纳入或剔除理由,当年曾ST_已核实,年末ST_已核实,当年退市整理期_已核实,年报链接,年报主营业务表PDF页序号,利润表PDF页序号,复核状态,口径提示
300094,湛江国联水产开发股份有限公司,2018,4.0,渔业,行业分类候选+龙头企业身份核实候选,可确认的种苗/养殖；水产加工与贸易、深加工未可靠拆分,,4737778725.97,,是（合并披露含初加工、深加工及/或贸易，不能直接采用）,否,待核实,待核实,年报披露的直接种苗/养殖收入不足50%；水产品或加工销售合并口径包含初加工、精深加工及/或贸易，无法可靠得到符合扩展定义的收入分子，扩展和边界均待核实。,,,,https://static.cninfo.com.cn/finalpage/2019-04-18/1206048768.PDF,18,85,已人工复核（跨年快速核对第八批）,逐年核对官方年报；混合披露收入只作审计上界，不写入正式涉农分子；无法拆分初加工、深加工、贸易或自产/外购时明确标记待核实。
601118,海南天然橡胶产业集团股份有限公司,2018,1.0,农业,行业分类候选+龙头企业身份核实候选,自产天然橡胶收入未单列,,6754522891.75,,是（自产种植初加工与第三方贸易收入不可拆分）,待核实,待核实,待核实,"年报农业/天然橡胶合并披露收入为6,519,261,296.34元，但同时包含自产种植初加工和大规模第三方橡胶贸易；自产收入未单列，不能将合并金额作为涉农分子，严格、扩展及边界均待核实。",,,,https://static.cninfo.com.cn/finalpage/2024-04-30/1219927658.PDF,14,79,已人工复核（跨年快速核对第八批）,逐年核对官方年报；混合披露收入只作审计上界，不写入正式涉农分子；无法拆分初加工、深加工、贸易或自产/外购时明确标记待核实。
300094,湛江国联水产开发股份有限公司,2019,4.0,渔业,行业分类候选+龙头企业身份核实候选,可确认的种苗/养殖；水产加工与贸易、深加工未可靠拆分,,4637165159.34,,是（合并披露含初加工、深加工及/或贸易，不能直接采用）,否,待核实,待核实,年报披露的直接种苗/养殖收入不足50%；水产品或加工销售合并口径包含初加工、精深加工及/或贸易，无法可靠得到符合扩展定义的收入分子，扩展和边界均待核实。,,,,https://static.cninfo.com.cn/finalpage/2020-05-22/1207845534.PDF,25,111,已人工复核（跨年快速核对第八批）,逐年核对官方年报；混合披露收入只作审计上界，不写入正式涉农分子；无法拆分初加工、深加工、贸易或自产/外购时明确标记待核实。
601118,海南天然橡胶产业集团股份有限公司,2019,1.0,农业,行业分类候选+龙头企业身份核实候选,自产天然橡胶收入未单列,,13747601241.97,,是（自产种植初加工与第三方贸易收入不可拆分）,待核实,待核实,待核实,"年报农业/天然橡胶合并披露收入为13,443,468,791.91元，但同时包含自产种植初加工和大规模第三方橡胶贸易；自产收入未单列，不能将合并金额作为涉农分子，严格、扩展及边界均待核实。",,,,https://static.cninfo.com.cn/finalpage/2024-04-30/1219927659.PDF,18,89,已人工复核（跨年快速核对第八批）,逐年核对官方年报；混合披露收入只作审计上界，不写入正式涉农分子；无法拆分初加工、深加工、贸易或自产/外购时明确标记待核实。
300094,湛江国联水产开发股份有限公司,2020,4.0,渔业,行业分类候选+龙头企业身份核实候选,可确认的种苗/养殖；水产加工与贸易、深加工未可靠拆分,,4494106122.88,,是（合并披露含初加工、深加工及/或贸易，不能直接采用）,否,待核实,待核实,年报披露的直接种苗/养殖收入不足50%；水产品或加工销售合并口径包含初加工、精深加工及/或贸易，无法可靠得到符合扩展定义的收入分子，扩展和边界均待核实。,,,,https://static.cninfo.com.cn/finalpage/2021-04-29/1209854106.PDF,14,76|178,已人工复核（跨年快速核对第八批）,逐年核对官方年报；混合披露收入只作审计上界，不写入正式涉农分子；无法拆分初加工、深加工、贸易或自产/外购时明确标记待核实。
601118,海南天然橡胶产业集团股份有限公司,2020,1.0,农业,行业分类候选+龙头企业身份核实候选,自产天然橡胶收入未单列,,15532109816.38,,是（自产种植初加工与第三方贸易收入不可拆分）,待核实,待核实,待核实,"年报农业/天然橡胶合并披露收入为15,190,587,885.67元，但同时包含自产种植初加工和大规模第三方橡胶贸易；自产收入未单列，不能将合并金额作为涉农分子，严格、扩展及边界均待核实。",,,,https://static.cninfo.com.cn/finalpage/2024-04-30/1219927649.PDF,14,70,已人工复核（跨年快速核对第八批）,逐年核对官方年报；混合披露收入只作审计上界，不写入正式涉农分子；无法拆分初加工、深加工、贸易或自产/外购时明确标记待核实。
300094,湛江国联水产开发股份有限公司,2021,,,龙头企业身份核实候选,可确认的种苗/养殖；水产加工与贸易、深加工未可靠拆分,,4474169975.45,,是（合并披露含初加工、深加工及/或贸易，不能直接采用）,否,待核实,待核实,年报披露的直接种苗/养殖收入不足50%；水产品或加工销售合并口径包含初加工、精深加工及/或贸易，无法可靠得到符合扩展定义的收入分子，扩展和边界均待核实。,,,,https://static.cninfo.com.cn/finalpage/2022-05-25/1213500520.PDF,19,82,已人工复核（跨年快速核对第八批）,逐年核对官方年报；混合披露收入只作审计上界，不写入正式涉农分子；无法拆分初加工、深加工、贸易或自产/外购时明确标记待核实。
601118,海南天然橡胶产业集团股份有限公司,2021,1.0,农业,行业分类候选+龙头企业身份核实候选,自产天然橡胶收入未单列,,15207422670.09,,是（自产种植初加工与第三方贸易收入不可拆分）,待核实,待核实,待核实,"年报农业/天然橡胶合并披露收入为14,682,866,114.20元，但同时包含自产种植初加工和大规模第三方橡胶贸易；自产收入未单列，不能将合并金额作为涉农分子，严格、扩展及边界均待核实。",,,,https://static.cninfo.com.cn/finalpage/2024-04-30/1219927646.PDF,14,77,已人工复核（跨年快速核对第八批）,逐年核对官方年报；混合披露收入只作审计上界，不写入正式涉农分子；无法拆分初加工、深加工、贸易或自产/外购时明确标记待核实。
300094,湛江国联水产开发股份有限公司,2022,待核实,待核实,龙头企业身份核实候选,可确认的种苗/养殖；水产加工与贸易、深加工未可靠拆分,,5114218375.88,,是（合并披露含初加工、深加工及/或贸易，不能直接采用）,否,待核实,待核实,年报披露的直接种苗/养殖收入不足50%；水产品或加工销售合并口径包含初加工、精深加工及/或贸易，无法可靠得到符合扩展定义的收入分子，扩展和边界均待核实。,,,,https://static.cninfo.com.cn/finalpage/2023-04-29/1216702702.PDF,15,72,已人工复核（跨年快速核对第八批）,逐年核对官方年报；混合披露收入只作审计上界，不写入正式涉农分子；无法拆分初加工、深加工、贸易或自产/外购时明确标记待核实。
601118,海南天然橡胶产业集团股份有限公司,2022,待核实,待核实,龙头企业身份核实候选,自产天然橡胶收入未单列,,15371271093.62,,是（自产种植初加工与第三方贸易收入不可拆分）,待核实,待核实,待核实,"年报农业/天然橡胶合并披露收入为14,791,688,496.94元，但同时包含自产种植初加工和大规模第三方橡胶贸易；自产收入未单列，不能将合并金额作为涉农分子，严格、扩展及边界均待核实。",,,,https://static.cninfo.com.cn/finalpage/2024-04-30/1219927655.PDF,15,83,已人工复核（跨年快速核对第八批）,逐年核对官方年报；混合披露收入只作审计上界，不写入正式涉农分子；无法拆分初加工、深加工、贸易或自产/外购时明确标记待核实。
002299,福建圣农发展股份有限公司,2023,3.0,畜牧业,行业分类候选,家禽饲养加工行业,10517359334.59,18486738694.46,0.56891372,合并披露风险：养殖与加工无法可靠拆分；未估算严格口径,待核实,是,否,家禽饲养加工合并收入占56.89%，扩展口径达标；年报未可靠拆分养殖和初加工，严格口径保持待核实。,,,,https://static.cninfo.com.cn/finalpage/2024-03-28/1219428601.PDF,25,109,已人工复核（第三批）,严格口径占比=待核实；扩展口径占比=0.56891372；两套分子详见2023年报主营业务人工复核_第三批10家_v1.csv
002582,好想你健康食品股份有限公司,2023,,,龙头企业身份核实候选,红枣初加工（与进一步食品加工合并披露）,,1728222464.78,,按分产品或分行业同一维度；合并披露时保持待核实,否,待核实,待核实,红枣制品占75.86%，但原枣初加工与进一步食品加工未可靠拆分，不能把全部红枣制品机械计入扩展口径。,,,,https://static.cninfo.com.cn/finalpage/2024-04-26/1219836321.PDF,21,99,已人工复核（龙头独有第二批）,严格口径占比=0.0；扩展口径占比=待核实；详见2023龙头企业独有候选_年报复核第二批12家_v1.csv
300094,湛江国联水产开发股份有限公司,2023,,,龙头企业身份核实候选,可确认的饲料；水产食品中初加工收入未单列,263043181.64,4908864488.27,0.05358534,否（同一披露维度；不符合范围的业务未计入）,否,待核实,待核实,饲料收入占5.36%；水产食品合并了初加工、精深加工、预制菜和全球海产精选，无法可靠拆分扩展分子，扩展及边界结论均待核实。,,,,https://static.cninfo.com.cn/finalpage/2024-04-29/1219866201.PDF,15,81,已人工复核（龙头独有第四批）,严格口径占比=0.0；扩展口径占比=0.05358534；详见2023龙头企业独有候选_年报复核第四批12家_v1.csv
600419,新疆天润乳业股份有限公司,2023,,,龙头企业身份核实候选,常温、低温乳制品中可计原奶初加工收入未拆分,,2713999965.3,,否（同一披露维度；不符合范围的业务未计入）,否,待核实,待核实,畜牧业收入仅2.96%；常温和低温乳制品混合纯奶、酸奶、调制乳及乳饮料，不能可靠拆分扩展分子。,,,,https://static.cninfo.com.cn/finalpage/2024-04-16/1219620744.PDF,17,75|91,已人工复核（龙头独有剩余45家）,严格口径占比=0.02962755；扩展口径占比=待核实；详见2023龙头企业独有候选_年报复核剩余45家_v1.csv
600429,北京三元食品股份有限公司,2023,,,龙头企业身份核实候选,液态奶中可计原奶初加工收入未拆分,,7841240541.23,,否（同一披露维度；不符合范围的业务未计入）,否,待核实,待核实,畜牧业收入仅2.80%；液态奶口径混合纯奶、发酵奶等产品，不能把61.75%的液态奶整体计入。,,,,https://static.cninfo.com.cn/finalpage/2024-04-20/1219705141.PDF,15,96,已人工复核（龙头独有剩余45家）,严格口径占比=0.0279562；扩展口径占比=待核实；详见2023龙头企业独有候选_年报复核剩余45家_v1.csv
600597,光明乳业股份有限公司,2023,,,龙头企业身份核实候选,液态奶中可计原奶初加工收入未拆分,,26485200199.0,,否（同一披露维度；不符合范围的业务未计入）,否,待核实,待核实,牧业收入占6.63%；液态奶混合鲜奶、酸奶、常温奶和乳饮料，不能把59.08%的液态奶整体计入。,,,,https://static.cninfo.com.cn/finalpage/2024-04-29/1219892948.PDF,13,75,已人工复核（龙头独有剩余45家）,严格口径占比=0.06632875；扩展口径占比=待核实；详见2023龙头企业独有候选_年报复核剩余45家_v1.csv
600887,内蒙古伊利实业集团股份有限公司,2023,,,龙头企业身份核实候选,液体乳中可计原奶初加工收入未拆分,,126179458590.36,,否（同一披露维度；不符合范围的业务未计入）,否,待核实,待核实,液体乳收入混合纯奶、酸奶和乳饮料，年报未提供可用于窄口径的收入拆分，不能整体计入。,,,,https://static.cninfo.com.cn/finalpage/2024-04-30/1219916433.PDF,19,80|88,已人工复核（龙头独有剩余45家）,严格口径占比=0.0；扩展口径占比=待核实；详见2023龙头企业独有候选_年报复核剩余45家_v1.csv
601118,海南天然橡胶产业集团股份有限公司,2023,1.0,农业,行业分类候选+龙头企业身份核实候选,自产天然橡胶,,37687250562.1,,已按同一拆分维度处理；无法拆分时保持待核实,待核实,待核实,待核实,公司同时从事种植、初加工和大规模第三方橡胶贸易；年报仅披露自产销量而未披露对应收入，无法从372.74亿元农业收入中可靠剔除贸易，严格和扩展口径均待核实。,,,,https://static.cninfo.com.cn/finalpage/2024-04-30/1219927665.PDF,15,93,已人工复核（第四批）,严格口径占比=待核实；扩展口径占比=待核实；两套分子详见2023年报主营业务人工复核_第四批13家_v1.csv
